,up_dt,up_price,down_dt,down_price,highest,weeks,rise_rate%,down_up%,id
6627,2018-08-31,72.53,2018-11-02,66.3,70.27,8,0.88,-8.59,600183
6628,2019-03-01,77.38,2020-09-25,145.92,198.85,81,163.17,88.58,600183
6629,2020-12-18,165.21,2021-02-10,144.92,177.34,8,5.58,-12.28,600183
6630,2021-08-27,155.29,2021-10-08,140.9,149.39,6,3.01,-9.27,600183
6631,2012-12-21,13.73,2013-08-09,13.76,18.69,32,24.02,0.22,600185
6632,2013-09-18,15.32,2015-09-25,35.91,92.26,103,477.71,134.4,600185
6633,2017-05-19,40.87,2017-11-10,38.88,45.43,24,13.75,-4.87,600185
6634,2019-03-29,37.06,2020-02-07,28.82,40.13,44,0.0,-22.23,600185
6635,2020-05-29,56.74,2021-01-08,38.06,108.08,32,45.86,-32.92,600185
6636,2021-09-17,53.37,2021-11-05,41.75,52.06,7,1.46,-21.77,600185
6637,2011-04-01,23.65,2011-08-12,21.19,26.85,19,12.25,-10.4,600186
6638,2013-04-12,12.65,2013-04-26,12.11,12.69,2,0.0,-4.27,600186
6639,2013-05-17,12.26,2013-06-21,11.05,12.53,5,0.56,-9.87,600186
6640,2013-10-18,12.3,2013-10-25,11.33,11.33,1,0.0,-7.89,600186
6641,2014-08-29,11.91,2016-03-11,20.18,41.39,55,233.25,69.44,600186
6642,2019-04-25,9.34,2019-05-17,7.31,8.48,3,0.0,-21.73,600186
6643,2019-12-13,10.39,2021-02-19,14.33,16.92,61,53.68,37.92,600186
6644,2021-05-14,15.19,2022-01-28,14.18,20.92,37,40.03,-6.65,600186
6645,2013-03-01,19.44,2014-05-30,20.48,27.55,65,46.7,5.35,600187
6646,2014-09-05,29.75,2015-08-28,23.99,51.98,49,72.46,-19.36,600187
6647,2016-09-14,31.94,2017-02-17,23.41,30.48,21,6.13,-26.71,600187
6648,2017-03-10,27.02,2017-06-16,22.97,27.7,14,4.81,-14.99,600187
6649,2019-04-19,14.88,2019-06-14,11.12,13.07,8,0.0,-25.27,600187
6650,2020-08-28,10.83,2021-01-29,8.2,10.54,22,0.0,-24.28,600187
6651,2021-05-07,8.78,2021-05-28,8.93,8.98,3,0.0,1.71,600187
6652,2021-09-30,10.2,2021-12-10,9.17,10.54,10,0.0,-10.1,600187
6653,2014-10-10,19.61,2015-08-28,19.22,33.49,46,74.06,-1.99,600188
6654,2016-07-29,23.4,2017-02-17,22.93,26.79,28,11.9,-2.01,600188
6655,2017-07-14,26.41,2018-07-20,24.63,36.37,52,25.98,-6.74,600188
6656,2019-09-12,25.48,2020-03-27,22.61,25.72,27,3.17,-11.26,600188
6657,2013-03-01,9.4,2013-05-03,7.75,9.22,9,0.0,-17.55,600189
6658,2013-06-28,8.81,2014-04-30,9.1,11.04,44,31.27,3.29,600189
6659,2014-08-22,11.48,2016-02-26,12.64,28.66,54,164.64,10.1,600189
6660,2019-04-26,8.69,2019-06-14,7.69,8.42,7,0.0,-11.51,600189
6661,2020-08-21,9.23,2021-09-17,15.69,27.58,56,130.22,69.99,600189
6662,2012-06-08,8.0,2012-08-17,6.74,7.77,10,0.0,-15.75,600190
6663,2013-06-14,8.79,2014-01-17,7.0,9.47,31,2.49,-20.36,600190
6664,2014-05-16,7.66,2014-06-20,7.28,7.5,5,0.0,-4.96,600190
6665,2014-07-04,7.84,2014-07-11,7.79,7.79,1,0.0,-0.64,600190
6666,2014-07-18,8.02,2015-09-25,9.18,19.63,62,142.65,14.46,600190
6667,2017-03-24,8.68,2017-12-01,7.99,10.01,35,0.0,-7.95,600190
6668,2019-03-29,8.0,2019-09-06,6.34,8.12,23,0.0,-20.75,600190
6669,2020-07-24,6.16,2020-10-30,5.66,6.41,14,3.22,-8.12,600190
6670,2021-01-15,5.89,2021-01-22,5.87,5.87,1,0.0,-0.34,600190
6671,2011-04-01,13.7,2011-05-27,11.18,13.29,8,0.0,-18.39,600192
6672,2013-04-19,7.35,2015-08-28,10.94,27.25,123,271.76,48.84,600192
6673,2016-07-29,12.68,2017-05-12,9.72,14.2,40,17.74,-23.34,600192
6674,2019-02-22,8.01,2019-09-06,6.65,12.33,28,52.22,-16.98,600192
6675,2020-08-21,6.45,2020-11-13,5.58,6.22,12,0.0,-13.49,600192
6676,2020-12-04,5.94,2020-12-18,5.47,5.53,2,0.0,-7.91,600192
6677,2020-12-31,6.06,2021-01-15,5.17,5.47,2,0.0,-14.69,600192
6678,2021-09-10,5.64,2021-12-10,5.44,5.77,13,6.65,-3.55,600192
6679,2011-04-15,46.79,2011-11-04,38.73,51.29,28,2.03,-17.23,600193
6680,2012-05-25,46.57,2013-04-26,40.99,56.01,46,20.48,-11.98,600193
6681,2014-08-15,40.28,2015-02-13,37.44,46.01,26,15.52,-7.05,600193
6682,2015-02-27,39.12,2016-03-04,47.84,163.28,33,299.32,22.29,600193
6683,2016-05-13,56.46,2016-07-01,61.93,68.83,7,16.68,9.69,600193
6684,2019-03-08,20.61,2020-03-13,18.68,22.23,52,1.6,-9.36,600193
6685,2020-04-30,19.44,2022-01-21,31.41,52.4,90,165.99,61.57,600193
6686,2012-06-21,116.1,2012-12-21,111.09,135.15,25,13.61,-4.32,600196
6687,2013-01-25,129.11,2016-01-08,249.46,438.02,151,245.36,93.22,600196
6688,2016-09-09,282.77,2018-08-24,370.72,551.76,100,98.25,31.1,600196
6689,2019-10-18,314.71,2019-11-01,319.96,319.96,2,3.66,1.67,600196
6690,2020-01-03,334.79,2021-04-09,495.18,825.19,65,147.66,47.91,600196
6691,2021-05-14,832.04,2021-11-05,604.23,969.04,25,28.44,-27.38,600196
6692,2012-04-13,30.14,2012-09-28,26.84,36.62,24,24.73,-10.95,600197
6693,2012-11-16,31.76,2013-04-26,25.5,37.16,22,22.8,-19.71,600197
6694,2014-09-30,25.78,2015-09-02,25.04,42.24,48,63.21,-2.87,600197
6695,2015-12-11,32.9,2016-02-19,27.04,35.08,9,0.69,-17.81,600197
6696,2016-05-20,31.98,2018-04-13,44.0,65.56,97,105.9,37.59,600197
6697,2018-06-29,51.52,2018-08-31,43.18,57.16,9,12.39,-16.19,600197
6698,2019-04-19,48.36,2019-06-14,40.92,42.2,8,0.0,-15.38,600197
6699,2019-07-26,42.64,2019-08-09,36.88,41.26,2,0.0,-13.51,600197
6700,2019-08-16,38.02,2019-08-30,38.7,38.7,2,0.78,1.79,600197
6701,2013-03-21,11.18,2014-08-08,16.77,26.21,59,85.36,50.0,600198
6702,2014-08-29,19.6,2015-09-30,22.95,76.24,57,285.44,17.09,600198
6703,2016-08-19,25.88,2016-09-14,21.42,25.07,4,0.0,-17.23,600198
6704,2019-03-01,7.0,2019-11-29,8.2,22.49,39,188.7,17.14,600198
6705,2020-06-24,18.59,2020-11-06,9.91,20.49,19,1.14,-46.69,600198
6706,2012-03-30,76.93,2012-11-30,63.69,103.01,34,21.17,-17.21,600199
6707,2014-11-07,33.81,2015-09-02,32.33,63.41,43,74.16,-4.38,600199
6708,2016-07-01,42.73,2017-02-10,36.77,47.45,31,0.0,-13.95,600199
6709,2017-02-24,40.21,2017-05-05,31.69,40.69,10,2.52,-21.19,600199
6710,2017-11-14,36.33,2017-11-24,31.57,31.57,1,0.0,-13.1,600199
6711,2019-04-04,31.69,2019-12-20,23.83,29.73,37,0.0,-24.8,600199
6712,2013-03-29,74.51,2014-01-17,77.71,146.64,42,99.19,4.29,600200
6713,2014-09-19,89.33,2015-10-23,168.79,312.57,56,250.22,88.95,600200
6714,2015-11-13,189.61,2016-05-20,129.19,235.46,12,0.0,-31.87,600200
6715,2019-04-30,48.26,2019-05-10,46.56,46.56,1,0.0,-3.52,600200
6716,2020-02-14,73.04,2020-10-23,43.32,65.92,36,0.0,-40.69,600200
6717,2011-12-02,57.98,2011-12-30,48.38,56.88,4,0.0,-16.56,600201
6718,2012-04-20,57.6,2012-12-14,53.43,67.58,33,9.71,-7.24,600201
6719,2013-02-08,77.31,2016-03-04,215.59,406.06,154,411.54,178.86,600201
6720,2016-09-02,265.63,2018-05-18,304.53,383.79,87,44.99,14.64,600201
6721,2019-09-06,287.28,2020-12-25,340.17,473.71,67,60.78,18.41,600201
6722,2013-03-08,27.9,2013-07-12,19.17,26.05,18,2.6,-31.29,600202
6723,2013-09-18,25.18,2013-11-29,21.61,23.46,10,0.86,-14.18,600202
6724,2014-08-15,22.67,2016-05-20,34.06,70.96,75,201.57,50.24,600202
6725,2016-11-18,46.45,2017-08-11,39.24,57.16,36,26.71,-15.52,600202
6726,2019-04-04,25.03,2020-02-14,17.83,23.04,44,0.0,-28.77,600202
6727,2020-09-11,18.79,2020-10-30,17.28,19.1,7,0.0,-8.04,600202
6728,2011-04-22,13.92,2011-06-10,11.29,13.61,7,6.75,-18.89,600203
6729,2012-11-02,9.67,2012-11-23,8.8,9.38,3,0.0,-9.0,600203
6730,2013-02-08,9.9,2015-09-25,15.78,39.67,115,292.0,59.39,600203
6731,2015-12-04,23.03,2016-01-29,16.74,23.43,8,8.88,-27.31,600203
6732,2016-08-05,20.13,2017-01-06,19.49,20.99,21,5.64,-3.18,600203
6733,2017-03-10,19.62,2017-03-17,18.52,18.52,1,0.0,-5.61,600203
6734,2018-05-04,17.04,2018-08-03,9.08,17.1,13,0.0,-46.71,600203
6735,2019-05-10,10.84,2019-07-05,10.36,11.19,8,0.0,-4.43,600203
6736,2019-07-12,9.82,2019-08-09,8.77,9.79,4,0.0,-10.69,600203
6737,2019-08-23,10.18,2020-09-30,12.56,21.25,57,110.81,23.38,600203
6738,2020-11-13,17.61,2021-03-05,13.68,17.92,16,6.22,-22.32,600203
6739,2021-07-23,15.77,2021-10-22,15.44,17.86,13,13.98,-2.09,600203
6740,2013-02-08,5.97,2013-04-19,5.54,6.14,9,2.68,-7.2,600207
6741,2013-07-05,6.26,2014-04-25,6.26,7.47,42,8.1,0.0,600207
6742,2014-09-30,7.15,2016-06-24,11.67,17.31,71,140.08,63.22,600207
6743,2016-07-22,12.04,2016-09-14,11.04,12.27,8,1.66,-8.31,600207
6744,2018-04-04,11.85,2018-07-27,8.05,11.15,16,1.18,-32.07,600207
6745,2020-08-07,7.43,2022-01-28,7.71,10.75,77,50.35,3.77,600207
6746,2011-04-15,31.6,2011-09-29,23.48,33.4,24,9.58,-25.7,600208
6747,2012-06-01,30.3,2012-07-27,21.9,27.38,8,0.0,-27.72,600208
6748,2013-01-25,25.98,2013-03-29,20.26,25.55,8,2.94,-22.02,600208
6749,2014-08-15,24.29,2015-08-28,31.63,62.89,53,148.87,30.22,600208
6750,2016-10-28,30.23,2017-08-11,27.61,33.21,41,7.89,-8.67,600208
6751,2017-12-08,33.88,2018-03-23,30.11,35.64,15,0.0,-11.13,600208
6752,2019-04-12,26.2,2019-06-14,20.48,25.89,9,0.0,-21.83,600208
6753,2019-11-08,29.35,2020-04-03,21.02,26.74,20,1.17,-28.38,600208
6754,2020-08-21,23.45,2020-11-20,22.66,25.46,13,8.57,-3.37,600208
6755,2011-06-10,17.06,2011-06-24,16.66,16.66,2,3.87,-2.34,600209
6756,2012-08-10,24.71,2014-01-10,21.79,33.23,72,49.95,-11.82,600209
6757,2014-10-10,28.11,2015-09-11,20.02,30.02,33,12.48,-28.78,600209
6758,2015-12-11,36.29,2018-01-26,32.67,46.01,47,17.61,-9.98,600209
6759,2019-05-17,9.67,2019-05-31,8.81,8.96,2,0.0,-8.89,600209
6760,2020-04-30,9.46,2021-02-10,10.76,15.2,41,56.54,13.74,600209
6761,2021-08-06,11.96,2021-09-03,10.63,11.8,4,0.0,-11.12,600209
6762,2011-03-25,30.72,2011-07-22,27.61,30.95,17,5.24,-10.12,600210
6763,2013-10-18,17.4,2013-11-29,17.13,17.13,6,3.01,-1.55,600210
6764,2013-12-06,18.39,2013-12-27,16.77,17.94,3,0.0,-8.81,600210
6765,2014-01-03,16.63,2014-01-10,15.87,15.87,1,0.0,-4.57,600210
6766,2014-04-18,16.9,2014-04-30,15.91,16.18,2,0.0,-5.86,600210
6767,2014-07-18,22.68,2015-09-11,29.01,58.18,60,158.0,27.91,600210
6768,2015-11-13,37.54,2016-02-19,27.88,42.1,13,12.84,-25.73,600210
6769,2017-03-03,28.51,2017-05-12,27.74,28.78,10,0.0,-2.7,600210
6770,2017-06-16,29.05,2017-12-08,25.89,34.15,24,16.12,-10.88,600210
6771,2019-03-15,26.97,2019-09-12,22.68,27.88,26,0.0,-15.91,600210
6772,2012-11-02,19.37,2017-06-23,68.89,90.33,213,361.34,255.65,600211
6773,2018-05-25,67.92,2018-07-27,54.87,61.82,9,0.0,-19.21,600211
6774,2019-04-04,63.55,2019-06-28,49.72,60.82,12,3.88,-21.76,600211
6775,2019-08-23,60.51,2019-12-20,50.06,60.97,17,0.0,-17.27,600211
6776,2020-02-28,51.57,2021-03-05,112.42,329.67,53,483.8,117.99,600211
6777,2011-04-22,15.21,2011-11-25,12.65,20.9,30,51.12,-16.83,600212
6778,2013-11-15,8.27,2017-05-05,24.14,38.21,103,300.1,191.9,600212
6779,2017-08-18,30.98,2018-01-05,29.05,38.93,19,16.21,-6.23,600212
6780,2019-10-11,13.64,2019-12-27,10.85,16.09,11,0.0,-20.45,600212
6781,2021-02-26,9.64,2021-11-12,10.13,13.41,37,20.27,5.08,600212
6782,2013-05-17,10.94,2013-07-19,8.71,11.38,9,0.0,-20.38,600213
6783,2013-09-30,9.86,2013-12-27,9.25,10.09,12,1.1,-6.19,600213
6784,2014-03-21,10.42,2015-08-14,18.49,30.58,73,190.96,77.45,600213
6785,2016-06-03,18.68,2017-05-19,17.54,24.71,49,28.56,-6.1,600213
6786,2019-04-19,15.22,2019-12-13,14.02,21.32,34,0.0,-7.88,600213
6787,2020-12-18,13.37,2021-02-19,10.31,14.45,9,0.0,-22.89,600213
6788,2021-08-06,11.51,2021-11-19,11.95,14.09,15,16.64,3.82,600213
6789,2013-02-08,10.45,2013-05-03,9.21,10.06,11,0.3,-11.87,600215
6790,2013-05-24,9.53,2013-06-07,9.48,9.71,2,0.0,-0.52,600215
6791,2014-08-22,9.78,2016-02-19,16.97,38.54,77,318.91,73.52,600215
6792,2016-11-25,22.96,2017-09-22,24.08,36.91,40,67.09,4.88,600215
6793,2017-12-01,29.83,2018-02-02,22.31,28.64,9,4.64,-25.21,600215
6794,2019-04-04,21.72,2019-06-28,17.73,21.62,12,2.37,-18.37,600215
6795,2019-08-02,16.64,2019-08-09,15.48,15.48,1,0.0,-6.97,600215
6796,2020-02-14,22.55,2020-05-08,13.56,23.71,12,0.0,-39.87,600215
6797,2011-03-25,78.43,2011-07-08,70.01,76.11,14,1.76,-10.74,600216
6798,2011-07-15,74.14,2011-09-16,61.68,75.43,9,0.0,-16.81,600216
6799,2013-03-08,52.26,2013-05-17,47.56,51.95,10,2.02,-8.99,600216
6800,2013-09-06,49.34,2013-11-22,44.58,50.55,11,1.14,-9.65,600216
6801,2014-10-10,45.25,2015-08-28,41.6,68.17,46,46.89,-8.07,600216
6802,2016-02-26,54.09,2017-01-20,48.79,60.73,45,14.13,-9.8,600216
6803,2017-12-01,55.34,2018-08-03,48.07,70.12,35,29.85,-13.14,600216
6804,2019-07-12,49.93,2020-11-20,62.92,83.91,70,69.34,26.02,600216
6805,2012-11-09,13.04,2013-08-02,14.28,23.37,37,86.66,9.51,600217
6806,2014-07-11,20.33,2015-09-30,20.27,49.58,56,141.97,-0.3,600217
6807,2016-10-21,27.37,2017-01-13,26.8,28.68,12,4.9,-2.08,600217
6808,2017-02-24,28.49,2017-05-26,22.25,30.6,13,7.29,-21.9,600217
6809,2019-04-26,22.16,2019-09-30,17.04,25.16,21,17.63,-23.1,600217
6810,2019-10-11,17.29,2019-11-01,17.1,17.64,3,1.26,-1.1,600217
6811,2020-02-21,18.96,2020-04-10,17.07,19.85,7,3.66,-9.97,600217
6812,2020-09-04,18.16,2020-10-23,16.78,17.55,7,0.75,-7.6,600217
6813,2020-12-25,18.83,2021-02-10,14.76,18.8,7,0.0,-21.61,600217
6814,2021-04-23,17.13,2021-05-28,17.84,17.96,5,8.72,4.14,600217
6815,2021-09-03,19.79,2021-11-19,17.16,19.63,11,0.15,-13.29,600217
6816,2014-05-16,14.79,2015-08-21,18.02,32.07,66,113.8,21.84,600218
6817,2015-12-31,20.69,2016-01-22,16.33,18.11,3,0.0,-21.07,600218
6818,2016-10-28,16.26,2017-05-05,13.68,17.68,27,2.02,-15.87,600218
6819,2019-02-15,13.39,2019-12-06,15.88,36.39,42,83.79,18.6,600218
6820,2020-09-30,14.83,2020-11-27,16.77,16.77,8,8.75,13.08,600218
6821,2011-03-18,22.77,2011-06-24,20.13,23.65,14,0.0,-11.59,600219
6822,2013-02-22,15.59,2013-03-15,14.71,15.49,3,0.0,-5.64,600219
6823,2014-07-18,12.93,2015-08-28,15.87,29.21,58,110.6,22.74,600219
6824,2016-11-25,20.01,2018-03-02,19.76,23.41,65,19.99,-1.25,600219
6825,2019-04-12,18.62,2019-06-14,15.37,18.81,9,0.0,-17.45,600219
6826,2013-04-19,5.51,2013-08-02,4.82,5.89,15,6.7,-12.52,600221
6827,2014-09-30,4.97,2015-12-04,9.06,14.4,59,183.46,82.29,600221
6828,2017-02-17,7.98,2017-06-16,7.79,8.22,17,0.0,-2.38,600221
6829,2017-09-01,7.94,2017-11-24,7.75,7.96,11,0.0,-2.39,600221
6830,2020-09-25,4.63,2020-11-27,4.26,4.65,9,0.87,-7.99,600221
6831,2011-04-15,13.05,2011-07-22,11.35,13.1,14,0.0,-13.03,600223
6832,2013-01-18,8.5,2013-03-08,6.88,7.74,6,1.57,-19.06,600223
6833,2014-08-29,6.41,2015-09-30,8.7,19.88,57,202.59,35.73,600223
6834,2015-12-11,11.22,2016-01-29,7.8,13.18,7,13.82,-30.48,600223
6835,2017-03-24,8.5,2017-04-28,7.71,8.41,5,3.19,-9.29,600223
6836,2019-03-15,6.11,2022-02-11,16.47,24.04,150,276.8,169.56,600223
6837,2014-12-31,23.91,2015-09-30,18.62,49.78,39,123.73,-22.12,600227
6838,2016-11-11,27.22,2017-06-02,24.92,29.7,29,11.49,-8.45,600227
6839,2020-04-24,13.62,2021-01-15,11.89,14.63,38,11.51,-12.7,600227
6840,2011-04-01,7.54,2011-12-09,8.63,11.97,35,51.14,14.46,600229
6841,2013-10-18,6.75,2014-02-21,6.58,6.96,18,5.45,-2.52,600229
6842,2014-02-28,6.84,2014-06-06,6.07,7.07,14,6.96,-11.26,600229
6843,2014-12-12,7.4,2016-02-05,12.71,34.18,60,211.01,71.76,600229
6844,2018-06-08,9.61,2018-06-29,9.04,9.04,3,1.92,-5.93,600229
6845,2019-03-29,9.51,2019-06-28,8.62,9.93,13,0.91,-9.36,600229
6846,2020-01-23,11.03,2020-04-17,8.23,10.21,11,0.0,-25.39,600229
6847,2020-07-03,9.05,2020-11-06,8.34,9.71,18,0.0,-7.85,600229
6848,2011-05-13,13.97,2011-05-27,12.69,13.79,2,0.0,-9.16,600230
6849,2012-06-08,12.07,2013-06-28,11.96,19.57,53,54.95,-0.91,600230
6850,2014-11-14,12.34,2015-08-21,11.49,20.68,40,66.37,-6.89,600230
6851,2015-12-31,16.7,2016-03-11,11.85,14.28,9,0.0,-29.04,600230
6852,2016-04-21,15.17,2016-06-17,11.98,13.18,2,0.0,-21.03,600230
6853,2016-09-23,14.03,2018-05-18,41.9,62.17,82,291.5,198.65,600230
6854,2020-09-04,20.09,2020-12-25,14.54,20.05,16,0.0,-27.63,600230
6855,2013-10-25,8.81,2013-11-15,8.62,8.69,3,0.0,-2.16,600232
6856,2013-11-22,9.3,2017-04-21,18.02,27.2,155,158.56,93.76,600232
6857,2019-04-04,15.27,2020-05-15,13.04,15.43,57,8.13,-14.6,600232
6858,2020-06-05,13.05,2020-09-30,12.04,13.56,17,5.94,-7.74,600232
6859,2021-09-10,12.11,2021-10-29,11.21,11.68,7,0.0,-7.43,600232
6860,2011-04-08,28.59,2011-09-30,21.93,29.51,25,4.79,-23.29,600233
6861,2013-04-12,19.13,2013-08-09,16.29,21.29,17,7.69,-14.85,600233
6862,2013-09-13,17.52,2014-01-10,14.4,17.6,17,4.27,-17.81,600233
6863,2014-08-15,17.37,2015-10-09,25.82,43.74,60,147.26,48.65,600233
6864,2015-11-13,31.07,2017-05-26,61.79,116.72,61,230.65,98.87,600233
6865,2019-04-19,46.91,2019-07-12,39.5,43.64,12,1.11,-15.8,600233
6866,2019-07-26,41.72,2019-08-30,37.13,41.96,5,0.0,-11.0,600233
6867,2019-10-25,43.34,2020-04-24,41.27,50.36,25,20.02,-4.78,600233
6868,2020-06-05,47.9,2020-12-18,39.89,53.12,28,1.78,-16.72,600233
6869,2011-03-11,19.3,2011-09-09,16.11,21.82,26,8.45,-16.53,600236
6870,2013-06-07,14.68,2013-08-09,12.28,14.57,9,0.0,-16.35,600236
6871,2014-09-05,12.56,2016-01-29,19.05,39.86,66,187.38,51.67,600236
6872,2016-08-12,24.96,2016-12-23,21.35,25.52,18,0.0,-14.46,600236
6873,2017-03-10,21.74,2017-05-05,20.4,23.34,8,6.14,-6.16,600236
6874,2018-06-15,21.82,2018-11-30,19.53,23.17,23,6.58,-10.49,600236
6875,2019-02-22,21.49,2020-04-03,22.71,24.02,57,9.93,5.68,600236
6876,2012-12-07,17.54,2013-07-26,17.0,21.17,32,17.87,-3.08,600237
6877,2014-02-28,20.81,2014-06-20,18.2,22.22,16,0.0,-12.54,600237
6878,2014-07-11,20.48,2015-09-02,16.55,46.73,60,137.93,-19.19,600237
6879,2016-10-14,27.8,2017-03-17,24.2,29.9,22,10.54,-12.95,600237
6880,2019-03-29,14.33,2019-11-01,11.33,16.34,31,8.57,-20.94,600237
6881,2020-03-06,16.85,2020-06-12,12.11,15.71,14,0.0,-28.13,600237
6882,2011-07-29,30.37,2011-10-21,23.54,32.83,11,6.11,-22.49,600238
6883,2012-04-27,27.56,2012-08-31,23.11,31.61,18,8.14,-16.15,600238
6884,2013-10-25,22.97,2014-01-03,19.89,23.21,10,0.0,-13.41,600238
6885,2014-09-30,21.43,2016-05-06,34.15,59.88,51,169.85,59.36,600238
6886,2016-11-11,40.79,2017-01-13,34.04,39.79,9,0.0,-16.55,600238
6887,2019-03-08,24.4,2019-11-22,15.79,32.58,37,16.48,-35.29,600238
6888,2012-07-06,84.59,2012-08-10,62.37,80.69,5,0.0,-26.27,600239
6889,2013-01-04,85.0,2013-03-22,62.67,77.89,10,4.3,-26.27,600239
6890,2014-09-19,56.66,2015-10-23,86.35,153.18,54,162.92,52.4,600239
6891,2015-11-13,94.55,2016-01-15,66.56,95.33,9,0.69,-29.6,600239
6892,2016-10-21,75.54,2018-08-24,76.12,117.12,49,55.04,0.77,600239
6893,2019-04-19,95.64,2019-06-14,57.76,96.81,8,0.0,-39.61,600239
6894,2020-06-05,89.43,2020-11-13,61.51,105.05,23,8.03,-31.22,600239
6895,2011-04-08,22.74,2011-12-23,22.59,41.16,36,63.92,-0.66,600240
6896,2012-03-16,28.74,2012-07-06,25.4,33.09,16,15.86,-11.62,600240
6897,2012-12-28,29.95,2013-08-16,28.1,33.85,32,7.12,-6.18,600240
6898,2013-09-13,32.72,2013-12-27,26.85,36.35,15,16.99,-17.94,600240
6899,2014-04-11,29.75,2016-02-19,75.1,150.73,82,372.06,152.44,600240
6900,2017-03-24,76.48,2017-05-12,62.29,75.69,7,3.43,-18.55,600240
6901,2013-02-01,11.98,2013-05-17,11.69,12.03,14,0.0,-2.42,600241
6902,2013-05-24,11.89,2013-07-26,10.3,11.69,9,0.0,-13.37,600241
6903,2013-08-30,12.21,2015-10-16,19.39,38.19,88,220.39,58.8,600241
6904,2015-11-20,26.56,2016-03-18,24.25,26.24,16,11.9,-8.7,600241
6905,2016-04-01,25.22,2017-04-28,26.08,37.24,54,47.25,3.41,600241
6906,2011-03-11,9.25,2011-12-30,6.86,14.67,41,60.68,-25.84,600242
6907,2013-10-18,5.88,2013-11-08,5.37,5.57,3,0.0,-8.67,600242
6908,2013-11-29,7.61,2014-03-07,5.93,7.07,14,2.91,-22.08,600242
6909,2014-03-21,6.13,2018-02-09,13.93,23.99,139,291.35,127.24,600242
6910,2019-01-04,19.95,2019-03-01,13.96,19.36,7,0.0,-30.03,600242
6911,2013-01-25,32.83,2013-05-10,30.74,34.34,14,2.81,-6.37,600246
6912,2013-05-31,32.75,2013-06-28,28.51,31.96,4,0.0,-12.95,600246
6913,2014-04-25,30.81,2014-06-20,28.43,29.59,8,0.27,-7.72,600246
6914,2014-07-25,31.03,2016-06-08,43.41,61.84,61,99.81,39.9,600246
6915,2016-11-04,53.35,2017-04-28,44.56,52.34,24,0.69,-16.48,600246
6916,2019-03-29,40.36,2019-07-26,35.17,41.08,17,3.63,-12.86,600246
6917,2019-09-20,36.61,2021-01-29,55.33,81.97,70,137.46,51.13,600246
6918,2011-03-18,22.26,2011-11-04,17.7,28.32,32,0.0,-20.49,600247
6919,2013-03-01,20.91,2013-08-02,14.0,20.0,17,0.0,-33.05,600247
6920,2013-09-13,16.08,2013-12-06,14.37,15.96,12,2.77,-10.63,600247
6921,2014-09-26,23.36,2016-03-11,45.66,113.47,75,350.28,95.46,600247
6922,2016-11-04,47.03,2017-01-06,45.32,50.12,9,1.73,-3.64,600247
6923,2019-04-12,20.03,2019-06-06,12.11,20.18,8,0.0,-39.54,600247
6924,2013-03-01,20.71,2013-04-03,19.13,21.03,5,0.0,-7.63,600248
6925,2013-06-14,23.13,2014-03-14,20.31,23.53,39,10.78,-12.19,600248
6926,2014-03-21,21.03,2014-04-25,19.96,21.45,5,3.17,-5.09,600248
6927,2014-09-12,23.37,2015-09-02,20.04,53.39,51,124.61,-14.25,600248
6928,2015-12-25,32.91,2016-01-15,21.61,31.2,3,0.0,-34.34,600248
6929,2016-09-23,28.42,2017-05-19,22.43,32.06,33,8.42,-21.08,600248
6930,2019-04-19,19.63,2019-07-05,17.72,20.29,11,0.0,-9.73,600248
6931,2019-07-26,17.45,2019-09-06,16.75,16.75,6,1.64,-4.01,600248
6932,2019-10-25,16.72,2019-11-15,15.65,16.13,3,0.0,-6.4,600248
6933,2020-07-24,16.48,2020-10-23,16.16,17.24,13,2.5,-1.94,600248
6934,2020-12-18,17.17,2021-02-26,15.37,17.65,10,1.79,-10.48,600248
6935,2021-04-16,16.79,2021-12-17,18.15,23.37,35,43.02,8.1,600248
6936,2011-04-01,27.02,2011-06-24,23.0,27.47,12,0.0,-14.88,600249
6937,2013-02-22,18.08,2014-02-07,16.61,19.46,50,9.26,-8.13,600249
6938,2014-08-22,19.4,2015-08-28,20.84,50.48,53,165.96,7.42,600249
6939,2016-08-26,23.81,2017-06-09,23.18,38.48,40,61.41,-2.65,600249
6940,2019-04-04,16.64,2019-09-06,13.7,16.61,22,1.28,-17.67,600249
6941,2020-05-29,16.64,2021-07-30,14.75,18.47,61,15.37,-11.36,600249
6942,2021-10-15,15.56,2021-11-26,15.65,15.65,6,0.0,0.58,600249
6943,2021-12-10,16.7,2021-12-17,16.34,16.34,1,0.0,-2.16,600249
6944,2013-02-08,12.09,2014-02-21,12.23,14.02,48,17.13,1.16,600250
6945,2014-03-28,13.49,2014-06-06,11.35,13.32,10,0.0,-15.86,600250
6946,2014-08-29,15.21,2016-07-01,25.41,39.78,70,138.92,67.06,600250
6947,2016-07-29,26.42,2017-04-28,24.61,34.05,37,28.2,-6.85,600250
6948,2017-11-10,30.85,2017-11-17,27.49,27.49,1,0.0,-10.89,600250
6949,2019-03-08,16.44,2019-07-26,14.16,20.2,18,8.95,-13.87,600250
6950,2020-09-04,13.75,2020-10-30,11.37,13.47,8,0.0,-17.31,600250
6951,2013-08-02,61.72,2013-10-11,50.4,54.38,10,0.0,-18.34,600251
6952,2014-08-01,52.42,2015-10-09,60.58,118.32,62,128.02,15.57,600251
